Proteome_ID	tree_tip_label	Tax_ID	species	Proteome Size	busco_score	busco_dataset	pfam_domains_present	KEGG_pathways_present	Reactome_pathways_present	habitat	cellularity	superkingdom	kingdom	phylum	subphylum	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	model_organism
UP000001029	ELUMP	445932	Elusimicrobium minutum	1528	90.5	bacteria_odb12	1138	22.61635962242615	13.15512363600856	NA	NA	Bacteria	NA	Elusimicrobia	NA	Elusimicrobia	NA	NA	Elusimicrobiales	NA	NA	Elusimicrobiaceae	NA	Elusimicrobium	n
UP000000429	HELPY	85962	Helicobacter pylori	1552	87.1	bacteria_odb12	1175	25.050482606347686	12.750867286219034	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	NA	NA	Campylobacterales	NA	NA	Helicobacteraceae	NA	Helicobacter	y
UP000008387	HELBC	1002804	Helicobacter bizzozeronii	1959	81	bacteria_odb12	1209	27.088483692476178	13.877410199097708	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	NA	NA	Campylobacterales	NA	NA	Helicobacteraceae	NA	Helicobacter	n
UP000008633	NITSE	749222	Nitratifractor salsuginis	2076	93.1	bacteria_odb12	1492	29.49506473128605	14.264639611563354	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	NA	NA	Campylobacterales	NA	NA	Sulfurovaceae	NA	Nitratifractor	n
UP000001118	NITSB	387092	Nitratiruptor sp. SB155-2	1843	94	bacteria_odb12	1453	28.680079187082306	13.640793718920671	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	NA	NA	Nautiliales	NA	NA	Nitratiruptoraceae	NA	Nitratiruptor	n
UP000002714	SULDN	326298	Sulfurimonas denitrificans	2084	92.2	bacteria_odb12	1508	31.165425940227195	13.045358790732802	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	NA	NA	Campylobacterales	NA	NA	Thiovulaceae	NA	Sulfurimonas	n
UP000001136	ARCB4	367737	Arcobacter butzleri	2254	94	bacteria_odb12	1559	0	19.812636799191154	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	NA	NA	Campylobacterales	NA	NA	Campylobacteraceae	NA	Arcobacter	n
UP000002072	STRM9	519441	Streptobacillus moniliformis	1431	94	bacteria_odb12	1036	17.541361329419445	14.26083266883743	NA	NA	Bacteria	NA	Fusobacteria	NA	Fusobacteriia	NA	NA	Fusobacteriales	NA	NA	Leptotrichiaceae	NA	Streptobacillus	n
UP000002521	FUSNN	190304	Fusobacterium nucleatum	2046	96.6	bacteria_odb12	1421	23.71892225490949	15.654808199876438	NA	NA	Bacteria	NA	Fusobacteria	NA	Fusobacteriia	NA	NA	Fusobacteriales	NA	NA	Fusobacteriaceae	NA	Fusobacterium	n
UP000008323	PHYAS	59748	Candidatus Phytoplasma australiense	633	65.5	bacteria_odb12	427	5.943823647749493	5.9669718708639445	NA	NA	Bacteria	NA	Tenericutes	NA	Mollicutes	NA	NA	Acholeplasmatales	NA	NA	Acholeplasmataceae	NA	Candidatus Phytoplasma	n
UP000006647	MESFL	265311	Mesoplasma florum	683	75	bacteria_odb12	571	10.042950360710364	10.286592741020025	NA	NA	Bacteria	NA	Tenericutes	NA	Mollicutes	NA	NA	Entomoplasmatales	NA	NA	Entomoplasmataceae	NA	Mesoplasma	n
UP000009135	MYCHN	1111676	Mycoplasma haemocanis	1175	51.7	bacteria_odb12	339	4.936435803838803	5.867246485273423	NA	NA	Bacteria	NA	Tenericutes	NA	Mollicutes	NA	NA	Mycoplasmatales	NA	NA	Mycoplasmataceae	NA	Mycoplasma	n
UP000000808	MYCPN	272634	Mycoplasma pneumoniae	686	60.3	bacteria_odb12	516	9.187966584843803	10.781091441111121	NA	NA	Bacteria	NA	Tenericutes	NA	Mollicutes	NA	NA	Mycoplasmatales	NA	NA	Mycoplasmataceae	NA	Mycoplasma	y
UP000000807	MYCGE	243273	Mycoplasma genitalium	483	57.8	bacteria_odb12	493	8.573692506515938	11.007188954635753	NA	NA	Bacteria	NA	Tenericutes	NA	Mollicutes	NA	NA	Mycoplasmatales	NA	NA	Mycoplasmataceae	NA	Mycoplasma	y
UP000006621	FLESM	717231	Flexistipes sinusarabici	2185	98.3	bacteria_odb12	1555	32.475873822025754	16.43758243745616	NA	NA	Bacteria	NA	Deferribacteres	NA	Deferribacteres	NA	NA	Deferribacterales	NA	NA	Deferribacteraceae	NA	Flexistipes	n
UP000002572	DESIS	653733	Desulfurispirillum indicum	2551	97.4	bacteria_odb12	1744	34.33543971644922	19.835165358643877	NA	NA	Bacteria	NA	Chrysiogenetes	NA	Chrysiogenetes	NA	NA	Chrysiogenales	NA	NA	Chrysiogenaceae	NA	Desulfurispirillum	n
UP000000718	THEYD	289376	Thermodesulfovibrio yellowstonii	1982	98.3	bacteria_odb12	1522	29.90246563397053	14.391354138352177	NA	NA	Bacteria	NA	Nitrospirae	NA	Nitrospira	NA	NA	Nitrospirales	NA	NA	Nitrospiraceae	NA	Thermodesulfovibrio	n
UP000011704	NITG3	1266370	Nitrospina gracilis	2962	92.2	bacteria_odb12	1672	0	24.262400479527006	NA	NA	Bacteria	NA	Nitrospinae	NA	Nitrospinia	NA	NA	Nitrospinales	NA	NA	Nitrospinaceae	NA	Nitrospina	n
UP000063234	THET7	1298851	Thermosulfidibacter takaii	1756	98.3	bacteria_odb12	1460	32.018350067116216	18.227515444489264	NA	NA	Bacteria	NA	Aquificae	NA	Aquificae	NA	NA	Aquificales	NA	NA	NA	NA	Thermosulfidibacter	n
UP000007102	DESTD	868864	Desulfurobacterium thermolithotrophum	1496	97.4	bacteria_odb12	1290	26.757439005964436	10.461326471393567	NA	NA	Bacteria	NA	Aquificae	NA	Aquificae	NA	NA	Desulfurobacteriales	NA	NA	Desulfurobacteriaceae	NA	Desulfurobacterium	n
UP000001369	SULAA	204536	Sulfurihydrogenibium azorense	1708	96.6	bacteria_odb12	1370	29.475489572978343	14.878551284473874	NA	NA	Bacteria	NA	Aquificae	NA	Aquificae	NA	NA	Aquificales	NA	NA	Hydrogenothermaceae	NA	Sulfurihydrogenibium	n
UP000002574	HYDTT	608538	Hydrogenobacter thermophilus	1892	94	bacteria_odb12	1374	29.069505247608998	19.2417041032035	NA	NA	Bacteria	NA	Aquificae	NA	Aquificae	NA	NA	Aquificales	NA	NA	Aquificaceae	NA	Hydrogenobacter	n
UP000008139	HIPMA	760142	Hippea maritima	1653	94	bacteria_odb12	1375	29.75268557140071	14.333600936242577	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfurellales	NA	NA	Desulfurellaceae	NA	Hippea	n
UP000006793	THEID	667014	Thermodesulfatator indicus	2184	98.3	bacteria_odb12	1607	31.053943966734742	12.930778139885321	NA	NA	Bacteria	NA	Thermodesulfobacteria	NA	Thermodesulfobacteria	NA	NA	Thermodesulfobacteriales	NA	NA	Thermodesulfobacteriaceae	NA	Thermodesulfatator	n
UP000006732	PELPD	338966	Pelobacter propionicus	3694	100	bacteria_odb12	2025	37.13787138780272	21.89346092374096	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfuromonadales	NA	NA	Desulfuromonadaceae	NA	Pelobacter	n
UP000002420	GEOLS	398767	Geobacter lovleyi	3644	100	bacteria_odb12	2044	0	23.650539946934355	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfuromonadales	NA	NA	Geobacteraceae	NA	Geobacter	n
UP000000602	DESPS	177439	Desulfotalea psychrophila	3233	91.4	bacteria_odb12	1867	36.257389318311034	17.231349957660456	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfobacterales	NA	NA	Desulfobulbaceae	NA	Desulfotalea	n
UP000000442	DESAH	177437	Desulfobacterium autotrophicum	4846	96.6	bacteria_odb12	2177	0	28.7901141282579	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfobacterales	NA	NA	Desulfobacteraceae	NA	Desulfobacterium	n
UP000000483	DESAR	880072	Desulfobacca acetoxidans	2859	95.7	bacteria_odb12	1648	32.06979553907675	35.47135355777404	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Syntrophobacterales	NA	NA	Syntrophaceae	NA	Desulfobacca	n
UP000001784	SYNFM	335543	Syntrophobacter fumaroxidans	4012	98.3	bacteria_odb12	2032	39.23344521053099	19.22075865926261	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Syntrophobacterales	NA	NA	Syntrophobacteraceae	NA	Syntrophobacter	n
UP000009047	DESB2	644282	Desulfarculus baarsii	3268	98.3	bacteria_odb12	1875	37.53230189951772	21.704230548386473	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfarculales	NA	NA	Desulfarculaceae	NA	Desulfarculus	n
UP000002601	DESAD	526222	Maridesulfovibrio salexigens	3807	97.4	bacteria_odb12	1992	37.08585884933941	18.579255128411518	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfovibrionales	NA	NA	Desulfovibrionaceae	NA	Maridesulfovibrio	n
UP000001052	DESRD	485915	Desulfohalobium retbaense	2500	94.8	bacteria_odb12	1700	32.39375747142872	16.66324104564812	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfovibrionales	NA	NA	Desulfohalobiaceae	NA	Desulfohalobium	n
UP000002216	DESBD	525897	Desulfomicrobium baculatum	3421	98.3	bacteria_odb12	1972	35.47485307995779	16.434211739454152	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Desulfovibrionales	NA	NA	Desulfomicrobiaceae	NA	Desulfomicrobium	n
UP000002209	GEMAT	379066	Gemmatimonas aurantiaca	3932	97.4	bacteria_odb12	1972	43.39158056357402	29.796986470611664	NA	NA	Bacteria	NA	Gemmatimonadetes	NA	Gemmatimonadetes	NA	NA	Gemmatimonadales	NA	NA	Gemmatimonadaceae	NA	Gemmatimonas	n
UP000006056	TERRK	926566	Terriglobus roseus	3936	99.1	bacteria_odb12	1941	43.02863516568779	26.547089920033812	NA	NA	Bacteria	NA	Acidobacteria	NA	Acidobacteriia	NA	NA	Acidobacteriales	NA	NA	Acidobacteriaceae	NA	Terriglobus	n
UP000000671	SOLUE	234267	Candidatus Solibacter usitatus	7761	98.3	bacteria_odb12	2518	51.45220602478983	35.54781339209773	NA	NA	Bacteria	NA	Acidobacteria	NA	Acidobacteriia	NA	NA	Bryobacterales	NA	NA	Solibacteraceae	NA	Candidatus Solibacter	n
UP000001880	HALO1	502025	Haliangium ochraceum	6684	99.1	bacteria_odb12	2368	50.30757524894962	57.2961973959615	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Myxococcales	Nannocystineae	NA	Kofleriaceae	NA	Haliangium	n
UP000002139	SORC5	448385	Sorangium cellulosum	9320	94.8	bacteria_odb12	2612	53.470412627572664	58.79526072699182	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Myxococcales	Sorangiineae	NA	Polyangiaceae	NA	Sorangium	n
UP000006382	ANADF	404589	Anaeromyxobacter sp. Fw109-5	4461	98.3	bacteria_odb12	2196	43.849483509256856	34.63525526776689	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Myxococcales	Cystobacterineae	NA	Anaeromyxobacteraceae	NA	Anaeromyxobacter	n
UP000001351	STIAD	378806	Stigmatella aurantiaca	8307	99.1	bacteria_odb12	2678	54.63935808961888	39.68109339018268	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Myxococcales	Cystobacterineae	NA	Archangiaceae	NA	Stigmatella	n
UP000011131	MYXSD	1278073	Myxococcus stipitatus	8043	99.1	bacteria_odb12	2685	53.00263649260686	51.096112246166484	NA	NA	Bacteria	NA	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	NA	NA	Myxococcales	Cystobacterineae	NA	Myxococcaceae	NA	Myxococcus	n
UP000002528	PELUB	335992	Candidatus Pelagibacter ubique	1354	90.5	bacteria_odb12	1173	29.803551336475756	15.502000770437121	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Pelagibacterales	NA	NA	Pelagibacteraceae	NA	Candidatus Pelagibacter	n
UP000000435	EHRCJ	269484	Ehrlichia canis	921	84.5	bacteria_odb12	858	15.537820150512424	14.16434977127389	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rickettsiales	NA	NA	Anaplasmataceae	NA	Ehrlichia	n
UP000008005	RICAG	1105111	Rickettsia amblyommatis	1377	84.5	bacteria_odb12	971	16.088177921149825	15.328272679424733	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rickettsiales	NA	NA	Rickettsiaceae	NA	Rickettsia	n
UP000006639	MIDMI	696127	Candidatus Midichloria mitochondrii	1181	77.6	bacteria_odb12	900	17.163809466644512	12.731278266263784	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rickettsiales	NA	NA	Candidatus Midichloriaceae	NA	Candidatus Midichloria	n
UP000006375	GLUOX	290633	Gluconobacter oxydans	2626	96.6	bacteria_odb12	1718	34.11346559899429	21.963759530674483	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhodospirillales	NA	NA	Acetobacteraceae	NA	Gluconobacter	n
UP000001591	RHOCS	414684	Rhodospirillum centenum	3984	98.3	bacteria_odb12	2255	45.651013847247356	48.1553743151646	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhodospirillales	NA	NA	Rhodospirillaceae	NA	Rhodospirillum	n
UP000007753	SPHJU	452662	Sphingobium japonicum	4347	99.1	bacteria_odb12	2214	0	27.896117398371633	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Sphingomonadales	NA	NA	Sphingomonadaceae	NA	Sphingobium	n
UP000008808	ERYLH	314225	Erythrobacter litoralis	2999	100	bacteria_odb12	1899	40.71713496381669	23.606410743819502	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Sphingomonadales	NA	NA	Erythrobacteraceae	NA	Erythrobacter	n
UP000006833	DINSH	398580	Dinoroseobacter shibae	4086	99.1	bacteria_odb12	2270	48.799434243032465	31.703615678136245	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhodobacterales	NA	NA	Rhodobacteraceae	NA	Dinoroseobacter	n
UP000001302	PARBH	314260	Parvularcula bermudensis	2687	99.1	bacteria_odb12	1870	37.05103436547459	22.348256591784434	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Parvularculales	NA	NA	Parvularculaceae	NA	Parvularcula	n
UP000001492	ASTEC	573065	Asticcacaulis excentricus	3743	99.1	bacteria_odb12	2203	43.023388925830325	27.55266426499247	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Caulobacterales	NA	NA	Caulobacteraceae	NA	Asticcacaulis	n
UP000001964	MARMM	394221	Maricaulis maris	3060	99.1	bacteria_odb12	2014	40.87630120151343	27.09092430880595	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Maricaulales	NA	NA	Maricaulaceae	NA	Maricaulis	n
UP000002745	HIRBI	582402	Hirschia baltica	3187	100	bacteria_odb12	2039	43.20741378325675	28.162600118886473	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Hyphomonadales	NA	NA	Hyphomonadaceae	NA	Hirschia	n
UP000006377	PARL1	402881	Parvibaculum lavamentivorans	3580	99.1	bacteria_odb12	2142	45.91460325548887	33.99486132053027	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Rhodobiaceae	NA	Parvibaculum	n
UP000001399	RHOVT	648757	Rhodomicrobium vannielii	3513	99.1	bacteria_odb12	2108	43.745615116889226	29.874656567982246	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Hyphomicrobiaceae	NA	Rhodomicrobium	n
UP000000813	AGRFC	176299	Agrobacterium fabrum	5344	100	bacteria_odb12	2389	50.407398173744376	52.82128148642602	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Rhizobiaceae	NA	Agrobacterium	n
UP000001820	CHESB	266779	Chelativorans sp. BNC1	4530	99.1	bacteria_odb12	2246	48.11854408863434	34.994670959339295	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Phyllobacteriaceae	NA	Chelativorans	n
UP000000643	BARBK	360095	Bartonella bacilliformis	1255	98.3	bacteria_odb12	1128	21.14453983749641	13.139889074941594	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Bartonellaceae	NA	Bartonella	n
UP000002719	BRUA2	359391	Brucella abortus	3023	99.1	bacteria_odb12	1937	40.69219766544777	22.6112574592493	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Brucellaceae	NA	Brucella	n
UP000002417	XANP2	78245	Xanthobacter autotrophicus	4971	98.3	bacteria_odb12	2357	50.22804299386747	30.627522877103083	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Xanthobacteraceae	NA	Xanthobacter	n
UP000001948	RHOPB	316056	Rhodopseudomonas palustris	4864	99.1	bacteria_odb12	2422	48.41229680315929	34.462336183209274	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Bradyrhizobiaceae	NA	Rhodopseudomonas	n
UP000008207	METNO	460265	Methylobacterium nodulans	8128	100	bacteria_odb12	2633	56.30286200472541	37.23378258150233	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Methylobacteriaceae	NA	Methylobacterium	n
UP000005263	METSZ	187303	Methylocystis sp. SC2	4040	99.1	bacteria_odb12	2151	43.20249712221808	32.24436529999856	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Methylocystaceae	NA	Methylocystis	n
UP000001695	BEII9	395963	Beijerinckia indica	3774	99.1	bacteria_odb12	2155	43.2057993688113	33.49007050740617	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Rhizobiales	NA	NA	Beijerinckiaceae	NA	Beijerinckia	n
UP000002586	MAGMM	156889	Magnetococcus marinus	3594	98.3	bacteria_odb12	1931	36.67771449356622	26.586796911125898	NA	NA	Bacteria	NA	Proteobacteria	NA	Alphaproteobacteria	NA	NA	Magnetococcales	NA	NA	Magnetococcaceae	NA	Magnetococcus	n
UP000006135	ACICS	990288	Acidithiobacillus caldus	3062	99.1	bacteria_odb12	1765	34.53227548864632	21.296513967507554	NA	NA	Bacteria	NA	Proteobacteria	NA	Acidithiobacillia	NA	NA	Acidithiobacillales	NA	NA	Acidithiobacillaceae	NA	Acidithiobacillus	n
UP000001274	PSEUL	748280	Pseudogulbenkiania sp. NH8B	3958	100	bacteria_odb12	2308	48.52023572367508	25.446439123005728	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Neisseriales	NA	NA	Chromobacteriaceae	NA	Pseudogulbenkiania	n
UP000000535	NEIG1	242231	Neisseria gonorrhoeae	2106	100	bacteria_odb12	1565	29.51296085370052	16.93253566608567	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Neisseriales	NA	NA	Neisseriaceae	NA	Neisseria	n
UP000008291	THIDA	292415	Thiobacillus denitrificans	2826	99.1	bacteria_odb12	1961	36.07522020423495	16.788345927161597	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Nitrosomonadales	NA	NA	Thiobacillaceae	NA	Thiobacillus	n
UP000002743	METGS	582744	Methylovorus glucosotrophus	2907	100	bacteria_odb12	1964	35.45839385198805	21.944655583455518	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Nitrosomonadales	NA	NA	Methylophilaceae	NA	Methylovorus	n
UP000001625	SIDLE	580332	Sideroxydans lithotrophicus	2977	100	bacteria_odb12	2004	36.32742969759241	24.503423671185868	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Nitrosomonadales	NA	NA	Gallionellaceae	NA	Sideroxydans	n
UP000002718	NITMU	323848	Nitrosospira multiformis	2732	99.1	bacteria_odb12	1908	36.68019456752102	24.68099145820191	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Nitrosomonadales	NA	NA	Nitrosomonadaceae	NA	Nitrosospira	n
UP000002186	THASP	85643	Thauera sp. MZ1T	3927	100	bacteria_odb12	2387	45.829319167236555	29.35721713153775	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Rhodocyclales	NA	NA	Zoogloeaceae	NA	Thauera	n
UP000005633	AZOOP	640081	Dechlorosoma suillum	3432	100	bacteria_odb12	2108	0	26.758022974544232	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Rhodocyclales	NA	NA	Rhodocyclaceae	NA	Azospira	n
UP000001225	BORPD	340100	Bordetella petrii	4912	100	bacteria_odb12	2345	51.18080693031444	26.602351023622397	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Burkholderiales	NA	NA	Alcaligenaceae	NA	Bordetella	n
UP000002360	COMT2	688245	Comamonas testosteroni	4780	97.4	bacteria_odb12	2361	0	29.78453381861553	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Burkholderiales	NA	NA	Comamonadaceae	NA	Comamonas	n
UP000000329	HERSS	757424	Herbaspirillum seropedicae	4732	99.1	bacteria_odb12	2359	50.151502948846144	27.031938138166282	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Burkholderiales	NA	NA	Oxalobacteraceae	NA	Herbaspirillum	n
UP000008210	CUPNH	381666	Cupriavidus necator	6614	99.1	bacteria_odb12	2693	59.48408407855911	35.18028357337206	NA	NA	Bacteria	NA	Proteobacteria	NA	Betaproteobacteria	NA	NA	Burkholderiales	NA	NA	Burkholderiaceae	NA	Cupriavidus	n
UP000009102	HALNC	555778	Halothiobacillus neapolitanus	2353	98.3	bacteria_odb12	1826	35.32144784848126	16.686015591425168	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Chromatiales	NA	NA	Halothiobacillaceae	NA	Halothiobacillus	n
UP000000812	XYLFA	160492	Xylella fastidiosa	2772	98.3	bacteria_odb12	1691	30.277539167591026	18.815801049211572	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Xanthomonadales	NA	NA	Xanthomonadaceae	NA	Xylella	n
UP000005234	FRAAD	767434	Frateuria aurantia	3098	100	bacteria_odb12	2090	41.34914701360159	24.594334675819283	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Xanthomonadales	NA	NA	Rhodanobacteraceae	NA	Frateuria	n
UP000000647	HALHL	349124	Halorhodospira halophila	2406	98.3	bacteria_odb12	1870	36.440975033599145	18.837987094334462	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Chromatiales	NA	NA	Ectothiorhodospiraceae	NA	Halorhodospira	n
UP000001441	ALLVD	572477	Allochromatium vinosum	3211	99.1	bacteria_odb12	2151	38.117865566408085	20.75609746621539	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Chromatiales	NA	NA	Chromatiaceae	NA	Allochromatium	n
UP000006821	METCA	243233	Methylococcus capsulatus	2925	98.3	bacteria_odb12	2040	37.183333222127956	20.82804678893162	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Methylococcales	NA	NA	Methylococcaceae	NA	Methylococcus	n
UP000006282	CYCSP	385025	Cycloclasticus sp. P1	2247	98.3	bacteria_odb12	1797	39.42378936832858	24.66752177296227	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Thiotrichales	NA	NA	Piscirickettsiaceae	NA	Cycloclasticus	n
UP000032414	TATMI	451	Tatlockia micdadei	2989	99.1	bacteria_odb12	1866	37.20853830684498	49.723856381058944	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Legionellales	NA	NA	Legionellaceae	NA	Tatlockia	n
UP000002671	COXBU	227377	Coxiella burnetii	1812	100	bacteria_odb12	1326	27.728023451707035	21.340458705937422	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Legionellales	NA	NA	Coxiellaceae	NA	Coxiella	n
UP000001174	FRATT	177416	Francisella tularensis	1528	96.6	bacteria_odb12	1267	25.352978189685782	18.85984939789804	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Thiotrichales	NA	NA	Francisellaceae	NA	Francisella	n
UP000004870	CARH6	638300	Cardiobacterium hominis	2580	88.8	bacteria_odb12	1758	30.873655094384763	21.26336794510041	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Cardiobacteriales	NA	NA	Cardiobacteriaceae	NA	Cardiobacterium	n
UP000092671	MORNO	478	Moraxella nonliquefaciens	1937	99.1	bacteria_odb12	1519	29.360738029955645	21.019678814580924	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Pseudomonadales	NA	NA	Moraxellaceae	NA	Moraxella	n
UP000008871	ALCBS	393595	Alcanivorax borkumensis	2752	100	bacteria_odb12	2024	40.093451374429094	29.467006723176173	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Oceanospirillales	NA	NA	Alcanivoracaceae	NA	Alcanivorax	n
UP000000686	PSEF1	743720	Pseudomonas fulva	4459	99.1	bacteria_odb12	2517	47.35835256436656	29.724784971487612	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Pseudomonadales	NA	NA	Pseudomonadaceae	NA	Pseudomonas	n
UP000008707	HALED	768066	Halomonas elongata	3621	100	bacteria_odb12	2303	46.02160760857656	27.220008267124598	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Oceanospirillales	NA	NA	Halomonadaceae	NA	Halomonas	n
UP000000238	HAHCH	349521	Hahella chejuensis	6751	97.4	bacteria_odb12	2837	50.71729259240275	37.88616703051219	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Oceanospirillales	NA	NA	Hahellaceae	NA	Hahella	n
